description,final_state,total_flips,total_events
A coin is heads up. Diah flips the coin. Frank flips the coin. Lily does not flip the coin. Hiromi flips the coin. Tracy does not flip the coin. Camila flips the coin. Bruna does not flip the coin. Mary flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Marianne does not flip the coin. Catherine does not flip the coin. Alexandre does not flip the coin. Yanti flips the coin. Jessie does not flip the coin. Patrick flips the coin. Juliana flips the coin. Lisa flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Sebastian does not flip the coin. Md does not flip the coin. Tomoko flips the coin. Jyoti flips the coin. Adam flips the coin. Puja does not flip the coin. Novi does not flip the coin. Gabriela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Yu does not flip the coin. Felipe does not flip the coin. Jack does not flip the coin. Sabrina does not flip the coin. Paulo flips the coin. Bart flips the coin. Francisca flips the coin. Philippe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Ashley does not flip the coin. Sue does not flip the coin. Rani flips the coin. Robert does not flip the coin. Rita does not flip the coin. Anita does not flip the coin. Bambang flips the coin. Philipp does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Chris flips the coin. Diana flips the coin. Matthew does not flip the coin. Diah flips the coin. Dewi flips the coin. Marc does not flip the coin. Lauren flips the coin. Rani does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Stefano flips the coin. Martina flips the coin. Huang does not flip the coin. Nicolas flips the coin. Deepak does not flip the coin. Vanessa does not flip the coin. Melissa does not flip the coin. Yanti flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Cristina flips the coin. Lucas flips the coin. Martin does not flip the coin. Matteo flips the coin. Lily flips the coin. Renate flips the coin. Karen does not flip the coin. Martha flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Sven does not flip the coin. Yi does not flip the coin. Yoko flips the coin. Brian flips the coin. Katharina does not flip the coin. Monique flips the coin. Yuka does not flip the coin. Rakesh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Tracy does not flip the coin. Yuka flips the coin. Rita does not flip the coin. Tom flips the coin. Guillaume does not flip the coin. Francesca flips the coin. Takeshi flips the coin. Doris does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Francesco flips the coin. Christine does not flip the coin. Felipe does not flip the coin. Nicole flips the coin. Lily flips the coin. Ricardo does not flip the coin. Yu flips the coin. Antonella does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Siti does not flip the coin. Markus does not flip the coin. Salvatore flips the coin. Peng does not flip the coin. Santosh flips the coin. Hiroshi flips the coin. Dewi flips the coin. Xu flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Hiromi does not flip the coin. Marco flips the coin. Poonam flips the coin. Koji does not flip the coin. Michael does not flip the coin. Beatriz flips the coin. Ayaka flips the coin. Dewi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Bruce does not flip the coin. Louise flips the coin. Antonella flips the coin. Rob does not flip the coin. Josef flips the coin. Ian flips the coin. Jolanda does not flip the coin. Gunawan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Eko does not flip the coin. Huang flips the coin. Michaela does not flip the coin. Koji does not flip the coin. Xu flips the coin. Ramesh flips the coin. Steven does not flip the coin. Raj flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Catherine does not flip the coin. Steve does not flip the coin. Daisuke flips the coin. Ellen flips the coin. Laurent does not flip the coin. Thierry flips the coin. Francisco does not flip the coin. Lisa does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Vincent does not flip the coin. Louise does not flip the coin. Li flips the coin. Stefania flips the coin. Paulo flips the coin. Ellen flips the coin. Alessandro flips the coin. Yudi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Theresia flips the coin. Brian does not flip the coin. Yang flips the coin. Thierry does not flip the coin. Takuya flips the coin. Giuseppe flips the coin. Masahiro flips the coin. Asep flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Poonam does not flip the coin. Manuela flips the coin. Marc does not flip the coin. Emily flips the coin. Jeroen flips the coin. Alessandra does not flip the coin. Thomas does not flip the coin. Ying does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Tom flips the coin. Eliane does not flip the coin. Puja flips the coin. Xu flips the coin. Kevin flips the coin. Hiroko flips the coin. Gabriel flips the coin. Yi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Sonja flips the coin. Sofie does not flip the coin. Caroline does not flip the coin. Jennifer does not flip the coin. Brigitte does not flip the coin. Olivier flips the coin. Alain does not flip the coin. Elodie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Antonella flips the coin. Aline does not flip the coin. Manfred flips the coin. Romain does not flip the coin. Bart flips the coin. Bruno does not flip the coin. Yusuke flips the coin. Patricia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Ian does not flip the coin. Nicole flips the coin. Sam does not flip the coin. Seema flips the coin. Rani flips the coin. Esther does not flip the coin. Manuela does not flip the coin. Sabine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Nisha does not flip the coin. Richard flips the coin. Alexander flips the coin. Antonio flips the coin. Camila flips the coin. Kim does not flip the coin. Sherry does not flip the coin. Mario flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Luana flips the coin. Aline does not flip the coin. Marine does not flip the coin. Dwi flips the coin. Dian flips the coin. Stephanie does not flip the coin. David does not flip the coin. Takeshi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yumi does not flip the coin. Sandrine does not flip the coin. Christoph does not flip the coin. Melanie does not flip the coin. Matthew flips the coin. Pascal flips the coin. Eduardo flips the coin. Sanjay does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Marta flips the coin. Rini does not flip the coin. Maxime does not flip the coin. Matt flips the coin. Yi flips the coin. Kim flips the coin. Mamta does not flip the coin. Karen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Emma does not flip the coin. Brigitte flips the coin. Martha does not flip the coin. Anne does not flip the coin. Michele does not flip the coin. Arief flips the coin. Paula does not flip the coin. Lisa does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Agus flips the coin. Novi flips the coin. Gerhard flips the coin. Davide flips the coin. Dian flips the coin. Louise flips the coin. Lucas flips the coin. Allen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Takahiro does not flip the coin. Petra flips the coin. Dominik does not flip the coin. Sandra flips the coin. Julien flips the coin. Sunita does not flip the coin. Sylvie flips the coin. Fabio flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Andri flips the coin. Marianne flips the coin. Peng flips the coin. Romain does not flip the coin. Stefan does not flip the coin. Karin does not flip the coin. Eric does not flip the coin. Eko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Herry does not flip the coin. Elena flips the coin. Renate does not flip the coin. Yuki does not flip the coin. Dennis does not flip the coin. Juliana does not flip the coin. Michael flips the coin. Hans does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Julie flips the coin. Miguel flips the coin. Akiko flips the coin. Bambang flips the coin. Ian flips the coin. Anita does not flip the coin. Paola does not flip the coin. Emily does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Matthew does not flip the coin. Helen does not flip the coin. Yudi does not flip the coin. Christine flips the coin. Alejandra flips the coin. Nicole flips the coin. Robert flips the coin. Karin flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Luigi flips the coin. Dwi flips the coin. Yu flips the coin. Louise does not flip the coin. Heru does not flip the coin. Florian does not flip the coin. David does not flip the coin. Johan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Fenny does not flip the coin. Monika does not flip the coin. Romain does not flip the coin. Teguh flips the coin. Santosh does not flip the coin. Priyanka flips the coin. Sara does not flip the coin. Chantal flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Maria does not flip the coin. Claudia does not flip the coin. Thomas flips the coin. Tri does not flip the coin. Chen flips the coin. Sue flips the coin. Lily does not flip the coin. Jolanda does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Liu flips the coin. Jun does not flip the coin. Pierre flips the coin. Arief flips the coin. Susan does not flip the coin. Marine does not flip the coin. Lucy does not flip the coin. Francisca does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Rakesh does not flip the coin. Thomas does not flip the coin. Lee flips the coin. Yuki does not flip the coin. Cherry does not flip the coin. Emily does not flip the coin. Naoko flips the coin. Lucy does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Yuan does not flip the coin. Peter does not flip the coin. Joke flips the coin. Jie flips the coin. Bas flips the coin. Isabel does not flip the coin. Helen does not flip the coin. Endang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Camille flips the coin. Ingrid does not flip the coin. Christian flips the coin. Luis does not flip the coin. Jesus does not flip the coin. Teguh does not flip the coin. Rohit does not flip the coin. Melanie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Ricardo flips the coin. Michelle flips the coin. Richard flips the coin. Priyanka does not flip the coin. Yuka does not flip the coin. Vincenzo does not flip the coin. Manon flips the coin. Md does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Sabine does not flip the coin. Susan flips the coin. Larissa flips the coin. Catherine flips the coin. Indra flips the coin. Sabrina flips the coin. Rob does not flip the coin. Sunil flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Eric flips the coin. Cherry does not flip the coin. Yi flips the coin. Dennis does not flip the coin. Susan does not flip the coin. Julia flips the coin. Lupita flips the coin. Iwan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Charlotte flips the coin. Hiroyuki flips the coin. Masahiro flips the coin. Gunawan flips the coin. Iwan does not flip the coin. Ana flips the coin. Santosh does not flip the coin. Yi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Matheus does not flip the coin. Giovanni flips the coin. Karla does not flip the coin. Amit flips the coin. Ade does not flip the coin. Wei does not flip the coin. Indra flips the coin. Zoe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Eko flips the coin. Antonella flips the coin. Allen does not flip the coin. Ben flips the coin. Jie flips the coin. Giuseppe does not flip the coin. Takeshi does not flip the coin. Carmen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Fenny flips the coin. Bruce flips the coin. Allen does not flip the coin. Ria does not flip the coin. Retno does not flip the coin. Takashi flips the coin. Linda flips the coin. Mayumi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Joe flips the coin. Javier does not flip the coin. Poonam does not flip the coin. Jason flips the coin. Nicole does not flip the coin. Valentina flips the coin. Pierre flips the coin. Atsushi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Raju flips the coin. Henny flips the coin. Crystal does not flip the coin. Paola does not flip the coin. Karen flips the coin. Mari Carmen flips the coin. Andy does not flip the coin. Maggie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Alexandre flips the coin. Raju does not flip the coin. Federica does not flip the coin. Kelly does not flip the coin. Sandrine does not flip the coin. Patricia does not flip the coin. Eva flips the coin. Manuel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Antonio does not flip the coin. Dominique does not flip the coin. Sylvie flips the coin. Arief flips the coin. Linda flips the coin. Kim does not flip the coin. Helen does not flip the coin. Henny flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Indah does not flip the coin. Nisha does not flip the coin. Joe flips the coin. Mamta flips the coin. Luc does not flip the coin. Pablo flips the coin. Beatriz flips the coin. Marta flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Zhang does not flip the coin. Mary does not flip the coin. Chris does not flip the coin. Anneke does not flip the coin. Dennis flips the coin. Claire does not flip the coin. Miki does not flip the coin. James flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Sanjay flips the coin. Federica does not flip the coin. Vicky flips the coin. Pooja flips the coin. Ricardo does not flip the coin. Ayumi flips the coin. Manju does not flip the coin. Rajesh does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Virginie flips the coin. Paolo flips the coin. Vanessa flips the coin. Marta flips the coin. Lily flips the coin. Koji does not flip the coin. Nadine does not flip the coin. Arief does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Anil does not flip the coin. Camila flips the coin. Lin does not flip the coin. Monique flips the coin. Ria does not flip the coin. Jack does not flip the coin. Tri flips the coin. Alessandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Giuseppe flips the coin. Francisca flips the coin. Mamta flips the coin. Takeshi flips the coin. Manuel does not flip the coin. Fenny does not flip the coin. Rini flips the coin. Manfred flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Guillaume flips the coin. Martine does not flip the coin. Alejandro does not flip the coin. Anil flips the coin. Heather flips the coin. Hiroshi flips the coin. Sofie does not flip the coin. Achmad does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Lukas does not flip the coin. Eko flips the coin. Victor flips the coin. Sandra does not flip the coin. Federica does not flip the coin. Angel flips the coin. Rahul flips the coin. Jan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Heru does not flip the coin. Lei flips the coin. Komal flips the coin. Louise does not flip the coin. Erik flips the coin. Endang flips the coin. Stephanie flips the coin. Rani does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Camille flips the coin. Fenny flips the coin. Zhang does not flip the coin. Audrey does not flip the coin. Puja flips the coin. Miki flips the coin. Sue does not flip the coin. Helen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Miho flips the coin. Susanne flips the coin. Mamta does not flip the coin. Tri does not flip the coin. Marine does not flip the coin. Salvatore flips the coin. Emma flips the coin. Tobias does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Miki does not flip the coin. Karen does not flip the coin. Peng does not flip the coin. Julien does not flip the coin. Masahiro flips the coin. Francesco flips the coin. Rahul does not flip the coin. Jessie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Roberto does not flip the coin. Paul flips the coin. Miguel does not flip the coin. Ingrid does not flip the coin. Anthony does not flip the coin. Tom flips the coin. Stefania flips the coin. Endang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Ade flips the coin. Jessie does not flip the coin. Retno flips the coin. Liu flips the coin. Sonu does not flip the coin. Christoph flips the coin. Nicolas does not flip the coin. Sandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Dewi flips the coin. Sophie flips the coin. Markus flips the coin. Adam flips the coin. Bruna flips the coin. Brian does not flip the coin. Luis does not flip the coin. Ria flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Allen does not flip the coin. Francesca flips the coin. Tomoko flips the coin. Andrea flips the coin. Raquel flips the coin. Fiona flips the coin. Jack does not flip the coin. Ferry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. John flips the coin. Arief flips the coin. Martina flips the coin. Ying flips the coin. Akira does not flip the coin. Eliane does not flip the coin. Sven flips the coin. Manuel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Henny does not flip the coin. Mukesh does not flip the coin. Alexandre does not flip the coin. Li does not flip the coin. Fabio does not flip the coin. Rosa does not flip the coin. Diana does not flip the coin. Alberto does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,8
A coin is heads up. Markus does not flip the coin. Sergio flips the coin. Esther does not flip the coin. Paola does not flip the coin. Angela does not flip the coin. Brian flips the coin. Yuki flips the coin. Marc does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Sunita does not flip the coin. Anjali does not flip the coin. Lucy flips the coin. Michel flips the coin. Priyanka does not flip the coin. Tobias does not flip the coin. Novi flips the coin. Beatriz does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yanti does not flip the coin. Philippe does not flip the coin. Elizabeth flips the coin. Katharina does not flip the coin. Amy flips the coin. Poonam flips the coin. Lucia does not flip the coin. Hiroko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Rakesh does not flip the coin. Luciana does not flip the coin. Kenji flips the coin. Thomas does not flip the coin. Maxime does not flip the coin. Manfred does not flip the coin. John flips the coin. Made flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Jorge does not flip the coin. Alessandro flips the coin. Cathy flips the coin. Sabrina flips the coin. Eric does not flip the coin. Chris does not flip the coin. Candy does not flip the coin. Eduardo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Jesus flips the coin. Christoph does not flip the coin. Jorge does not flip the coin. Jessie does not flip the coin. Monique flips the coin. Alessandro flips the coin. Catherine does not flip the coin. Dennis does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yusuke does not flip the coin. Karla flips the coin. Jolanda flips the coin. Rafael does not flip the coin. Sergio flips the coin. Alain flips the coin. Eko flips the coin. Stefan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Achmad flips the coin. Amy flips the coin. Indra does not flip the coin. Mari Carmen does not flip the coin. Cristina does not flip the coin. Ravi flips the coin. Paulo flips the coin. Gabriel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Noriko does not flip the coin. Makoto flips the coin. Romain does not flip the coin. Ana does not flip the coin. John flips the coin. Agus flips the coin. Patrick flips the coin. Alejandra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Massimo flips the coin. Josef does not flip the coin. Paul flips the coin. Sofie does not flip the coin. Lucy flips the coin. Angel does not flip the coin. Cindy does not flip the coin. Matthew flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Melissa does not flip the coin. Ayu flips the coin. Miho does not flip the coin. Claudia flips the coin. Jens flips the coin. Ade does not flip the coin. Larissa does not flip the coin. Amy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Sonja flips the coin. Ade flips the coin. Hannah does not flip the coin. Nisha flips the coin. Manuel flips the coin. Isabelle does not flip the coin. Jun does not flip the coin. Dwi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Neha does not flip the coin. Katharina does not flip the coin. Sandrine flips the coin. Anita does not flip the coin. Joko flips the coin. Yan flips the coin. Made does not flip the coin. Karen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Catherine does not flip the coin. Takahiro flips the coin. Christophe flips the coin. Yanti flips the coin. Louise flips the coin. Hiroko flips the coin. Mary does not flip the coin. Sebastian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Ayaka does not flip the coin. Jan does not flip the coin. Dian does not flip the coin. Amy does not flip the coin. Julien does not flip the coin. Santosh flips the coin. Theresia flips the coin. Andrea flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Bas does not flip the coin. Satoshi flips the coin. Michael does not flip the coin. Sylvie flips the coin. Jason flips the coin. Priyanka does not flip the coin. Teresa does not flip the coin. Pablo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Cathy does not flip the coin. Marc flips the coin. Aline flips the coin. Heike flips the coin. Marcos flips the coin. Christian flips the coin. Salvatore flips the coin. Maria does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Yusuke does not flip the coin. Kaori flips the coin. Jennifer does not flip the coin. Ricardo does not flip the coin. Wu flips the coin. Kevin flips the coin. Ayumi flips the coin. Steve does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Steven does not flip the coin. Larissa flips the coin. Ria flips the coin. Elena does not flip the coin. Nancy flips the coin. Takeshi does not flip the coin. Luis does not flip the coin. Ayu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Novi does not flip the coin. Marcia does not flip the coin. Francisco flips the coin. Feng flips the coin. Cristina does not flip the coin. Sara does not flip the coin. Sabrina flips the coin. Nicole flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Stefan flips the coin. Johan does not flip the coin. Andri flips the coin. Christine flips the coin. Michel does not flip the coin. Yi does not flip the coin. Jose flips the coin. Andy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Zoe flips the coin. Michel does not flip the coin. Martina flips the coin. Christoph does not flip the coin. Miki does not flip the coin. Mark does not flip the coin. Yi does not flip the coin. Manuel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Iwan does not flip the coin. Luigi flips the coin. Henk does not flip the coin. Birgit does not flip the coin. Christine flips the coin. Andri flips the coin. Anjali flips the coin. Anna flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Amit flips the coin. Doris does not flip the coin. Pooja does not flip the coin. Ferry flips the coin. Nisha does not flip the coin. Jesus does not flip the coin. Manon flips the coin. Eva flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Yumi flips the coin. Jens flips the coin. Wang flips the coin. Alessandro flips the coin. Francesca does not flip the coin. Chris does not flip the coin. Massimo flips the coin. Lei flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Emma does not flip the coin. Laura flips the coin. Budi does not flip the coin. Marcelo does not flip the coin. Antonella flips the coin. Johann flips the coin. Alex does not flip the coin. Raquel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Cathy flips the coin. Fabio flips the coin. Martine flips the coin. Ryan does not flip the coin. Sebastian does not flip the coin. Dewi flips the coin. Marine flips the coin. Peter does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Dian does not flip the coin. Dirk flips the coin. Heru flips the coin. Rini does not flip the coin. Achmad flips the coin. Ryan does not flip the coin. Takuya does not flip the coin. Mukesh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Adriana does not flip the coin. Larissa flips the coin. Sonu does not flip the coin. Irwan does not flip the coin. Gabriel flips the coin. Santosh does not flip the coin. Agus does not flip the coin. Martha does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Tomoko flips the coin. Rajesh flips the coin. Johann flips the coin. Melissa flips the coin. Karla flips the coin. Miki flips the coin. Giulia does not flip the coin. Achmad flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Andy does not flip the coin. Manju does not flip the coin. Asep flips the coin. Audrey does not flip the coin. Antonella does not flip the coin. Richard flips the coin. Bas flips the coin. Amit flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Nadine flips the coin. Manon flips the coin. Budi flips the coin. Andy does not flip the coin. Takahiro does not flip the coin. Pooja flips the coin. Monika flips the coin. Martine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Andrea flips the coin. Alessandra does not flip the coin. Matteo flips the coin. Wang does not flip the coin. Nathalie flips the coin. Bambang flips the coin. Sebastian flips the coin. Wei flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Ravi does not flip the coin. Ana flips the coin. Yanti flips the coin. Zhou does not flip the coin. Dian flips the coin. Marianne does not flip the coin. Jorge flips the coin. Katharina flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Budi flips the coin. Nicole flips the coin. Sanne flips the coin. Sue does not flip the coin. Dewi flips the coin. Yvonne flips the coin. Wang does not flip the coin. Barbara flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Wei flips the coin. Amit flips the coin. Takahiro does not flip the coin. Aline does not flip the coin. Pascal flips the coin. Rosa flips the coin. Dian does not flip the coin. Sven flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Yvonne does not flip the coin. Daniela flips the coin. Priya flips the coin. Gunawan flips the coin. Luana flips the coin. Lin does not flip the coin. Heike flips the coin. Pablo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Andreas does not flip the coin. Ingrid does not flip the coin. Rohit does not flip the coin. Marianne does not flip the coin. Dwi does not flip the coin. Eric does not flip the coin. Nicole flips the coin. Noriko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Noriko does not flip the coin. Steven flips the coin. Larissa does not flip the coin. Hannah does not flip the coin. Lei flips the coin. Yuka flips the coin. Rosa does not flip the coin. Adam does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
