description,final_state,total_flips,total_events
A coin is heads up. Sanne does not flip the coin. Francisca does not flip the coin. Giovanni flips the coin. Daisuke flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Arief flips the coin. Maria flips the coin. Julien flips the coin. Esther does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Kajal does not flip the coin. Ben does not flip the coin. Naoko flips the coin. Brian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Kenji flips the coin. Guillaume flips the coin. Rafael does not flip the coin. Julie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Jan flips the coin. Bruce does not flip the coin. Angela does not flip the coin. Sandrine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Arief flips the coin. Christophe flips the coin. Nancy flips the coin. Birgit does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Marianne does not flip the coin. Eva does not flip the coin. Yi flips the coin. Matteo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jolanda does not flip the coin. Sandra does not flip the coin. Jie flips the coin. Jorge flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Carlos flips the coin. Emily flips the coin. Jan flips the coin. Sergio flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Tracy does not flip the coin. Makoto does not flip the coin. Pierre flips the coin. Jose flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Tomoko does not flip the coin. Marie does not flip the coin. Stefania flips the coin. Julie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Yan flips the coin. Katie flips the coin. Michael does not flip the coin. Andreas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Valentina does not flip the coin. Sanjay does not flip the coin. Bambang flips the coin. Catherine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Alain does not flip the coin. Teguh does not flip the coin. Sanjay flips the coin. Michaela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jyoti does not flip the coin. Iwan flips the coin. Jan does not flip the coin. Helen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Agus does not flip the coin. Philippe flips the coin. Lee does not flip the coin. Andri flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Valentina does not flip the coin. Wim flips the coin. Jyoti flips the coin. Akira does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Claire does not flip the coin. Kajal flips the coin. Nathalie does not flip the coin. Gerhard flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ingrid does not flip the coin. Hiroko does not flip the coin. Alexander flips the coin. Liang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. James does not flip the coin. Yu does not flip the coin. María does not flip the coin. Chen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Oscar flips the coin. Ellen flips the coin. Hannah flips the coin. Kim flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Naoko flips the coin. Fernanda flips the coin. Priya does not flip the coin. Deepak does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Felipe does not flip the coin. Nicole does not flip the coin. Sabrina does not flip the coin. Candy does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Petra does not flip the coin. Mike does not flip the coin. Valentina does not flip the coin. Linda does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Lei does not flip the coin. Karen flips the coin. Zhou does not flip the coin. Hiroshi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Johan does not flip the coin. Pascal does not flip the coin. Sam does not flip the coin. Juliana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Jorge does not flip the coin. Ivy does not flip the coin. Philipp flips the coin. Takahiro flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Luc does not flip the coin. Fernando flips the coin. Henny does not flip the coin. Agus does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Lisa flips the coin. Alain flips the coin. João flips the coin. Sabine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Hiromi does not flip the coin. Stefanie flips the coin. Martha does not flip the coin. Achmad flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Fiona does not flip the coin. Mayumi flips the coin. Sonia flips the coin. Stefan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Isabel does not flip the coin. Marcos flips the coin. Melissa does not flip the coin. Yuan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Juan flips the coin. Francesca flips the coin. Sophie flips the coin. Tri does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Maggie flips the coin. Tracy flips the coin. Manoj does not flip the coin. Ayu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Akira does not flip the coin. Francisco does not flip the coin. Yu does not flip the coin. Adriana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Louise flips the coin. Matthias does not flip the coin. Kevin flips the coin. Sylvie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Michel flips the coin. Wei does not flip the coin. Sarah flips the coin. Chris does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sanjay flips the coin. Anil does not flip the coin. Alessandro does not flip the coin. Pedro does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Florian does not flip the coin. Budi does not flip the coin. Hannah flips the coin. Crystal does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Rafael flips the coin. Masahiro does not flip the coin. Made does not flip the coin. Andrea does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Michelle does not flip the coin. Carine flips the coin. Massimo flips the coin. Mark does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Tomoko does not flip the coin. Eva flips the coin. João flips the coin. Marcia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Jyoti does not flip the coin. Frank flips the coin. Gabriel flips the coin. Robert does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. David does not flip the coin. Nancy does not flip the coin. Heru does not flip the coin. Pablo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Ian flips the coin. Sarah flips the coin. Deepak does not flip the coin. Gabriela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Zhou flips the coin. Linda flips the coin. Neha flips the coin. Tri does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Huang flips the coin. Indra flips the coin. Martha flips the coin. Lauren does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Mari Carmen does not flip the coin. Henny does not flip the coin. Steven flips the coin. Markus does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Bambang flips the coin. Fitri flips the coin. Stephanie flips the coin. Dirk does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Paula flips the coin. Sofie does not flip the coin. Ryo does not flip the coin. Michel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Alberto does not flip the coin. Francesco flips the coin. Candy flips the coin. Cristina flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Naoki does not flip the coin. Matthew does not flip the coin. Huang does not flip the coin. Neha flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Sanjay flips the coin. Isabel flips the coin. Ria flips the coin. Raquel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Maria flips the coin. Johann does not flip the coin. Tom does not flip the coin. Rosa flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sebastian does not flip the coin. Amanda flips the coin. Achmad does not flip the coin. Manuel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Luca does not flip the coin. Fiona does not flip the coin. Dominique does not flip the coin. Hiroki does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Dominique flips the coin. Sanjay flips the coin. Alexander does not flip the coin. Audrey does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bart does not flip the coin. Jan flips the coin. Angel flips the coin. Manfred flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Peng flips the coin. Yang does not flip the coin. Patrick flips the coin. Akira flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Francesco does not flip the coin. Ellen does not flip the coin. Jack flips the coin. Esther does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Luca flips the coin. Raj does not flip the coin. Sonia does not flip the coin. Bruna flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Francisca does not flip the coin. Luca flips the coin. Bruce does not flip the coin. Lin flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Herry flips the coin. Rakesh flips the coin. Julien does not flip the coin. Seema flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Virginie flips the coin. Teresa does not flip the coin. Andreas flips the coin. Yuki does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Alex does not flip the coin. Retno flips the coin. Aline flips the coin. Fernanda flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Christoph does not flip the coin. Rosa does not flip the coin. Manuela does not flip the coin. Asep does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Fenny flips the coin. Diana flips the coin. Doris does not flip the coin. Achmad does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Anna does not flip the coin. Marianne does not flip the coin. Michelle flips the coin. Cherry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Yang flips the coin. Alberto flips the coin. Nadine does not flip the coin. Adriana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Achmad flips the coin. Camille does not flip the coin. Ayumi does not flip the coin. Yumi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Michele does not flip the coin. Herry flips the coin. Henny does not flip the coin. Aline does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Felipe flips the coin. Dominik flips the coin. Giuseppe does not flip the coin. Manoj does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Crystal flips the coin. Irwan does not flip the coin. Paola flips the coin. Eliane flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Xu does not flip the coin. Ajay does not flip the coin. Paolo does not flip the coin. Ashley does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Asep does not flip the coin. Sunil does not flip the coin. Henk flips the coin. Lei flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Teguh flips the coin. Guadalupe flips the coin. Katharina does not flip the coin. Elodie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Birgit does not flip the coin. Bruce does not flip the coin. Naoko flips the coin. Andrew does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. James does not flip the coin. Ricardo flips the coin. Larissa flips the coin. Luana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Caroline flips the coin. Claire does not flip the coin. Francesco does not flip the coin. Yvonne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Manuela does not flip the coin. Priya flips the coin. Elena flips the coin. Robert flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Megumi flips the coin. Laurent does not flip the coin. Brigitte flips the coin. Ryo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Erik does not flip the coin. Gabriel does not flip the coin. Stephanie does not flip the coin. Keiko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Tanja flips the coin. Ayu does not flip the coin. Yuko flips the coin. Theresia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Arief flips the coin. Bruce does not flip the coin. Amit does not flip the coin. Salvatore does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Vijay flips the coin. Rosa does not flip the coin. Roberto does not flip the coin. Sherry does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Thierry does not flip the coin. Theresia does not flip the coin. Yu flips the coin. Jing does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Mari Carmen does not flip the coin. Kim flips the coin. Christian does not flip the coin. Matt does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Budi does not flip the coin. Yuka flips the coin. Takashi does not flip the coin. Md does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Sonja does not flip the coin. Olivier does not flip the coin. João flips the coin. Christine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Cristina flips the coin. Kerstin does not flip the coin. Nadine does not flip the coin. Anne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Sue does not flip the coin. Christine flips the coin. Esther flips the coin. Dennis does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Brigitte does not flip the coin. Yanti flips the coin. Andy flips the coin. Miguel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Michaela flips the coin. Amit does not flip the coin. Fernanda does not flip the coin. Frank flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sven flips the coin. Catherine does not flip the coin. Lin does not flip the coin. Sebastian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jyoti does not flip the coin. Manon does not flip the coin. Fernando does not flip the coin. Ravi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Miguel flips the coin. Lauren flips the coin. Rob does not flip the coin. Feng does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Johann flips the coin. Huang flips the coin. Lisa does not flip the coin. Kerstin does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Masahiro flips the coin. Deepak flips the coin. Michele does not flip the coin. Anja flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Nadine flips the coin. Megumi flips the coin. Keiko flips the coin. Kelly does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Lei does not flip the coin. Tobias does not flip the coin. Carlos does not flip the coin. Anne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Caroline flips the coin. Pablo does not flip the coin. Daisuke does not flip the coin. Yi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bernhard does not flip the coin. Alessandra flips the coin. Priya flips the coin. Gabriela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Zhang flips the coin. Rodrigo flips the coin. Luca does not flip the coin. Poonam does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Aline does not flip the coin. Miki flips the coin. Indra does not flip the coin. Patrick does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Hiroyuki does not flip the coin. Sherry flips the coin. Zhou flips the coin. Candy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Dewi does not flip the coin. Teguh does not flip the coin. Feng does not flip the coin. Sabrina flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jack does not flip the coin. Anthony flips the coin. Masahiro does not flip the coin. Kevin flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Miguel does not flip the coin. Tom does not flip the coin. Sonja does not flip the coin. Franz does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Riya flips the coin. Raquel does not flip the coin. Emma does not flip the coin. Ravi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Mark does not flip the coin. Christophe flips the coin. Marianne flips the coin. Marco flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Dwi flips the coin. Eko flips the coin. Md flips the coin. Indah does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Mary flips the coin. Rodrigo does not flip the coin. Takeshi does not flip the coin. Amit flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ellen flips the coin. Dirk does not flip the coin. Larissa does not flip the coin. Miho flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Raquel does not flip the coin. Jing flips the coin. Victor does not flip the coin. Guillaume flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Pilar flips the coin. Maxime does not flip the coin. Renate flips the coin. Monika does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sonia flips the coin. Daniela flips the coin. Rini flips the coin. Karla does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Vincenzo flips the coin. Andrew flips the coin. Li does not flip the coin. Chris does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Adam flips the coin. Anne flips the coin. Hiroko flips the coin. María flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Marc flips the coin. Emily flips the coin. Achmad flips the coin. Yu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Jun flips the coin. Dwi does not flip the coin. Ramesh does not flip the coin. Paula flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ayumi flips the coin. Alain flips the coin. Lauren flips the coin. Frank flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Chantal flips the coin. Luis flips the coin. Luc flips the coin. Cindy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Amy flips the coin. Xu flips the coin. Javier flips the coin. Rohit does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Yvonne flips the coin. María flips the coin. Camila does not flip the coin. Mario flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Carine flips the coin. Lucas flips the coin. María does not flip the coin. Esther flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Kerstin flips the coin. Davide does not flip the coin. Manoj does not flip the coin. Jack does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Stephanie flips the coin. Martine flips the coin. Mamta flips the coin. Claudia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Felipe does not flip the coin. Akira does not flip the coin. Michele does not flip the coin. Mario does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Yusuke does not flip the coin. Laurent flips the coin. Thierry does not flip the coin. Daisuke does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Rini flips the coin. Sam flips the coin. Manuel flips the coin. Kaori does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Anita flips the coin. Paulo does not flip the coin. Alessandro flips the coin. Jessica does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Joke does not flip the coin. Carlos flips the coin. Vijay flips the coin. Mary does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bruno flips the coin. María flips the coin. David does not flip the coin. Jan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ryo flips the coin. Luc flips the coin. Kim flips the coin. Alessandro does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Jun does not flip the coin. Franz does not flip the coin. Jyoti does not flip the coin. Marine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Tom does not flip the coin. Karen does not flip the coin. Luc flips the coin. Agung flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Andrew does not flip the coin. Ade flips the coin. Sonja does not flip the coin. Bruna does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Gunawan does not flip the coin. Kenji flips the coin. Linda flips the coin. Fernanda does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Giuseppe flips the coin. Sanjay does not flip the coin. Ryan does not flip the coin. Ivy does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Anjali does not flip the coin. Guillaume does not flip the coin. Bart does not flip the coin. Susanne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Jessie does not flip the coin. Alexander flips the coin. Chen does not flip the coin. Sherry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Diah does not flip the coin. Francesco does not flip the coin. Rodrigo flips the coin. Lucia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Alain flips the coin. Elizabeth does not flip the coin. Christian flips the coin. Kenji does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Erik does not flip the coin. Bernhard does not flip the coin. Martina flips the coin. Frank does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Takeshi flips the coin. Alain flips the coin. Susan flips the coin. Johann does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Allen flips the coin. Stefan does not flip the coin. Ellen does not flip the coin. Tomoko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Pablo does not flip the coin. Sunita flips the coin. John does not flip the coin. Michele flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Stefanie does not flip the coin. Eva does not flip the coin. Heike flips the coin. Josef does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Claudia does not flip the coin. Jing does not flip the coin. Carlos flips the coin. Louise flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Feng does not flip the coin. Melissa flips the coin. Gunawan flips the coin. Dominik does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Francesco flips the coin. Giulia does not flip the coin. Christine flips the coin. Eric does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Vincent does not flip the coin. Antonella does not flip the coin. Susan does not flip the coin. Patricia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Ben does not flip the coin. Wu flips the coin. Massimo does not flip the coin. Hendra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Amanda does not flip the coin. Adriana does not flip the coin. Maggie does not flip the coin. Andrew does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Ferry does not flip the coin. Bas flips the coin. Paola flips the coin. Seema flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Florian flips the coin. Alejandro does not flip the coin. Mary flips the coin. Wei does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bart flips the coin. Ryan flips the coin. Birgit flips the coin. Alejandra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Heru flips the coin. Paula does not flip the coin. Ann flips the coin. Michelle does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Melissa flips the coin. Hiroshi flips the coin. Catherine does not flip the coin. Sven does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Vincent does not flip the coin. Mary does not flip the coin. Fernando does not flip the coin. Yoko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Seema does not flip the coin. Lupita does not flip the coin. Ramesh does not flip the coin. Sergio flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Monika flips the coin. Ryan flips the coin. Yuko flips the coin. Fernando does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
